team,stadium,state,stadium_lat,stadium_lng,hotel_name,hotel_url,hotel_lat,hotel_lng,distance_m,capacity
Cincinnati Bengals,Paycor Stadium,Ohio,39.0954617,-84.5186326,海厄特里真西辛辛那提,https://www.google.com/maps/place/%E6%B5%B7%E5%8E%84%E7%89%B9%E9%87%8C%E7%9C%9F%E8%A5%BF%E8%BE%9B%E8%BE%9B%E9%82%A3%E6%8F%90/data=!4m10!3m9!1s0x8841b1519f3ce50f:0x86fb8e148252757!5m2!4m1!1i2!8m2!3d39.1003591!4d-84.5156372!16s%2Fg%2F1tfry4vf!19sChIJD-U8n1GxQYgRVyclSOG4bwg?authuser=0&hl=zh-CN&rclk=1,39.1003591,-84.5156372,602.8003016712227,
Cincinnati Bengals,Paycor Stadium,Ohio,39.0954617,-84.5186326,AC Hotel Cincinnati at The Banks,https://www.google.com/maps/place/AC+Hotel+Cincinnati+at+The+Banks/data=!4m10!3m9!1s0x8841b144d9434bff:0x989bf94897f8f15f!5m2!4m1!1i2!8m2!3d39.0968633!4d-84.5087034!16s%2Fg%2F11g8w84t90!19sChIJ_0tD2USxQYgRX_H4l0j5m5g?authuser=0&hl=zh-CN&rclk=1,39.0968633,-84.5087034,870.9195554610983,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,希尔顿克里夫兰唐敦,https://www.google.com/maps/place/%E5%B8%8C%E5%B0%94%E9%A1%BF%E5%85%8B%E9%87%8C%E5%A4%AB%E5%85%B0%E5%94%90%E6%95%A6/data=!4m10!3m9!1s0x8830f080dbcd7de7:0x83629bb1792d09aa!5m2!4m1!1i2!8m2!3d41.502682!4d-81.695766!16s%2Fg%2F11bvv3ymdc!19sChIJ533N24DwMIgRqgktebGbYoM?authuser=0&hl=zh-CN&rclk=1,41.502682,-81.695766,648.9357639605787,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,克利夫兰洲际酒店,https://www.google.com/maps/place/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%E6%B4%B2%E9%99%85%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x8830fb9bdaf27d13:0xe1888d909f785291!5m2!4m1!1i2!8m2!3d41.501731!4d-81.619394!16s%2Fg%2F1tfx5jvz!19sChIJE33y2pv7MIgRkVJ4n5CNiOE?authuser=0&hl=zh-CN&rclk=1,41.501731,-81.619394,6906.039781116357,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,希尔顿克里夫兰唐敦,https://www.google.com/maps/place/%E5%B8%8C%E5%B0%94%E9%A1%BF%E5%85%8B%E9%87%8C%E5%A4%AB%E5%85%B0%E5%94%90%E6%95%A6/data=!4m10!3m9!1s0x8830f080d93260f5:0x83629bb1792d09aa!5m2!4m1!1i2!8m2!3d41.502682!4d-81.6957662!16s%2Fg%2F11bvv3ymdc!19sChIJ9WAy2YDwMIgRqgktebGbYoM?authuser=0&hl=zh-CN&rclk=1,41.502682,-81.6957662,648.9221776417113,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,克利夫兰/市区湖畔希尔顿逸林酒店,https://www.google.com/maps/place/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%2F%E5%B8%82%E5%8C%BA%E6%B9%96%E7%95%94%E5%B8%8C%E5%B0%94%E9%A1%BF%E9%80%B8%E6%9E%97%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x8830fa78eb0a2493:0x84f70f704c216bdd!5m2!4m1!1i2!8m2!3d41.5069642!4d-81.6900875!16s%2Fg%2F11bw51c2m_!19sChIJkyQK63j6MIgR3WshTHAP94Q?authuser=0&hl=zh-CN&rclk=1,41.5069642,-81.6900875,1007.274957854312,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,克利夫兰市中心雅乐轩酒店,https://www.google.com/maps/place/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%E5%B8%82%E4%B8%AD%E5%BF%83%E9%9B%85%E4%B9%90%E8%BD%A9%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x8830f0629ab55ff9:0xacc33426e610d908!5m2!4m1!1i2!8m2!3d41.5004319!4d-81.70409!16s%2Fg%2F1hf1k7t2t!19sChIJ-V-1mmLwMIgRCNkQ5iY0w6w?authuser=0&hl=zh-CN&rclk=1,41.5004319,-81.70409,646.6294663391359,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,"Hotel Cleveland, Autograph Collection","https://www.google.com/maps/place/Hotel+Cleveland,+Autograph+Collection/data=!4m10!3m9!1s0x8830f16877f47b87:0xf622b8f2e65eae08!5m2!4m1!1i2!8m2!3d41.4989068!4d-81.6947751!16s%2Fg%2F11l35mj75p!19sChIJh3v0d2jxMIgRCK5e5vK4IvY?authuser=0&hl=zh-CN&rclk=1",41.4989068,-81.6947751,1003.32069276464,
Cleveland Browns,Huntington Bank Field,Ohio,41.5060575,-81.702123,Drury Plaza Hotel Cleveland Downtown,https://www.google.com/maps/place/Drury+Plaza+Hotel+Cleveland+Downtown/data=!4m10!3m9!1s0x8830f080306bd5cf:0x59235510af478753!5m2!4m1!1i2!8m2!3d41.5022819!4d-81.6918905!16s%2Fg%2F11cm_htj0t!19sChIJz9VrMIDwMIgRU4dHrxBVI1k?authuser=0&hl=zh-CN&rclk=1,41.5022819,-81.6918905,949.9179437281216,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,Holiday Inn Express & Suites Arlington (I-20-Parks Mall) by IHG,https://www.google.com/maps/place/Holiday+Inn+Express+%26+Suites+Arlington+%28I-20-Parks+Mall%29+by+IHG/data=!4m10!3m9!1s0x864e6320b6e8d367:0x3b91839dd666477b!5m2!4m1!1i2!8m2!3d32.678428!4d-97.137052!16s%2Fg%2F1tcylfsp!19sChIJZ9PotiBjToYRe0dm1p2DkTs?authuser=0&hl=zh-CN&rclk=1,32.678428,-97.137052,8637.468310159085,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,Comfort Suites Arlington - Entertainment District,https://www.google.com/maps/place/Comfort+Suites+Arlington+-+Entertainment+District/data=!4m10!3m9!1s0x864e7d96a3e7e047:0xb4b5f4ff36ae14aa!5m2!4m1!1i2!8m2!3d32.758686!4d-97.11011!16s%2Fg%2F1tj585dl!19sChIJR-Dno5Z9ToYRqhSuNv_0tbQ?authuser=0&hl=zh-CN&rclk=1,32.758686,-97.11011,1776.1813609886772,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,Courtyard by Marriott Dallas Arlington/Entertainment District,https://www.google.com/maps/place/Courtyard+by+Marriott+Dallas+Arlington%2FEntertainment+District/data=!4m10!3m9!1s0x864e876399a66833:0x7a2d1cfb1c91f45f!5m2!4m1!1i2!8m2!3d32.757599!4d-97.0889473!16s%2Fg%2F1wbry5qq!19sChIJM2immWOHToYRX_SRHPscLXo?authuser=0&hl=zh-CN&rclk=1,32.757599,-97.0889473,1254.166160456821,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,"Live! by Loews - Arlington, Texas","https://www.google.com/maps/place/Live!+by+Loews+-+Arlington,+Texas/data=!4m10!3m9!1s0x864e877bf1123c33:0x7fba130f4fe85594!5m2!4m1!1i2!8m2!3d32.7495004!4d-97.0857001!16s%2Fg%2F11g_rmbyd3!19sChIJMzwS8XuHToYRlFXoTw8Tun8?authuser=0&hl=zh-CN&rclk=1",32.7495004,-97.0857001,976.780740736028,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,"Motel 6 Arlington, TX – Entertainment District","https://www.google.com/maps/place/Motel+6+Arlington,+TX+%E2%80%93+Entertainment+District/data=!4m10!3m9!1s0x864e7d44859ae619:0x9aa412ab5b58808!5m2!4m1!1i2!8m2!3d32.7487575!4d-97.0979571!16s%2Fg%2F11jt5t4t_v!19sChIJGeaahUR9ToYRCIi1tSpBqgk?authuser=0&hl=zh-CN&rclk=1",32.7487575,-97.0979571,202.16115739584708,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,阿林顿东北部假日酒店,https://www.google.com/maps/place/%E9%98%BF%E6%9E%97%E9%A1%BF%E4%B8%9C%E5%8C%97%E9%83%A8%E5%81%87%E6%97%A5%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x864e87618a2d03c9:0x776a3864340a52b2!5m2!4m1!1i2!8m2!3d32.7613754!4d-97.0921411!16s%2Fg%2F1tdcb6gl!19sChIJyQMtimGHToYRslIKNGQ4anc?authuser=0&hl=zh-CN&rclk=1,32.7613754,-97.0921411,1530.1208810165326,
Dallas Cowboys,AT&T Stadium,Texas,32.7480011,-97.0959914,达拉斯阿灵顿希尔顿花园酒店,https://www.google.com/maps/place/%E8%BE%BE%E6%8B%89%E6%96%AF%E9%98%BF%E7%81%B5%E9%A1%BF%E5%B8%8C%E5%B0%94%E9%A1%BF%E8%8A%B1%E5%9B%AD%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x864e871350e01345:0x50a7ec314f70af55!5m2!4m1!1i2!8m2!3d32.7605297!4d-97.0717245!16s%2Fg%2F1tfctmr0!19sChIJRRPgUBOHToYRVa9wTzHsp1A?authuser=0&hl=zh-CN&rclk=1,32.7605297,-97.0717245,2662.810704489757,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,底特律市区希尔顿花园旅馆,https://www.google.com/maps/place/%E5%BA%95%E7%89%B9%E5%BE%8B%E5%B8%82%E5%8C%BA%E5%B8%8C%E5%B0%94%E9%A1%BF%E8%8A%B1%E5%9B%AD%E6%97%85%E9%A6%86/data=!4m10!3m9!1s0x883b2d2ddb2bd831:0x5a107c0e75154fe0!5m2!4m1!1i2!8m2!3d42.335915!4d-83.045045!16s%2Fg%2F1whdk06_!19sChIJMdgr2y0tO4gR4E8VdQ58EFo?authuser=0&hl=zh-CN&rclk=1,42.335915,-83.045045,523.1408505493637,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,Hotel Indigo Detroit Downtown by IHG,https://www.google.com/maps/place/Hotel+Indigo+Detroit+Downtown+by+IHG/data=!4m10!3m9!1s0x883b2d3090acff21:0xf3c4124721bee2c6!5m2!4m1!1i2!8m2!3d42.331396!4d-83.050559!16s%2Fg%2F1ydp2p8ln!19sChIJIf-skDAtO4gRxuK-IUcSxPM?authuser=0&hl=zh-CN&rclk=1,42.331396,-83.050559,977.6572962909866,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,Atheneum Suite Hotel,https://www.google.com/maps/place/Atheneum+Suite+Hotel/data=!4m10!3m9!1s0x883b2d2ebf9c0e25:0x918bc8ef4749ccc6!5m2!4m1!1i2!8m2!3d42.3339748!4d-83.0429434!16s%2Fm%2F0hr7f7c!19sChIJJQ6cvy4tO4gRxsxJR-_Ii5E?authuser=0&hl=zh-CN&rclk=1,42.3339748,-83.0429434,797.1902771477062,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,底特律市区希尔顿花园旅馆,https://www.google.com/maps/place/%E5%BA%95%E7%89%B9%E5%BE%8B%E5%B8%82%E5%8C%BA%E5%B8%8C%E5%B0%94%E9%A1%BF%E8%8A%B1%E5%9B%AD%E6%97%85%E9%A6%86/data=!4m10!3m9!1s0x883b2d2e744edff9:0x5a107c0e75154fe0!5m2!4m1!1i2!8m2!3d42.3359147!4d-83.0450445!16s%2Fg%2F1whdk06_!19sChIJ-d9OdC4tO4gR4E8VdQ58EFo?authuser=0&hl=zh-CN&rclk=1,42.3359147,-83.0450445,523.1901176352794,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,The Siren Hotel,https://www.google.com/maps/place/The+Siren+Hotel/data=!4m10!3m9!1s0x883b2d3227273ec3:0x117e9060a5ef3a!5m2!4m1!1i2!8m2!3d42.3357431!4d-83.0485902!16s%2Fg%2F11hbj6fyjf!19sChIJwz4nJzItO4gROu-lYJB-EQA?authuser=0&hl=zh-CN&rclk=1,42.3357431,-83.0485902,475.6996209828309,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,Hollywood Casino at Greektown,https://www.google.com/maps/place/Hollywood+Casino+at+Greektown/data=!4m10!3m9!1s0x883b2d2bfa8d6e29:0x8599f12988e72701!5m2!4m1!1i2!8m2!3d42.3359559!4d-83.0409756!16s%2Fg%2F1hhnq6p0q!19sChIJKW6N-istO4gRASfniCnxmYU?authuser=0&hl=zh-CN&rclk=1,42.3359559,-83.0409756,744.1037072123502,
Detroit Lions,Ford Field,Michigan,42.3400103,-83.0481779,Hotel Indigo Detroit Downtown by IHG,https://www.google.com/maps/place/Hotel+Indigo+Detroit+Downtown+by+IHG/data=!4m10!3m9!1s0x883b2d3099966a4b:0xf3c4124721bee2c6!5m2!4m1!1i2!8m2!3d42.3313963!4d-83.0505586!16s%2Fg%2F1ydp2p8ln!19sChIJS2qWmTAtO4gRxuK-IUcSxPM?authuser=0&hl=zh-CN&rclk=1,42.3313963,-83.0505586,977.6180313239959,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,Hampton Inn by Hilton Green Bay Stadium,https://www.google.com/maps/place/Hampton+Inn+by+Hilton+Green+Bay+Stadium/data=!4m10!3m9!1s0x8802fbad259c3329:0xaed99e93f29acdd5!5m2!4m1!1i2!8m2!3d44.495428!4d-88.058761!16s%2Fg%2F11stvb02j7!19sChIJKTOcJa37AogR1c2a8pOe2a4?authuser=0&hl=zh-CN&rclk=1,44.495428,-88.058761,812.9765869323345,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,希尔顿加登因格林贝,https://www.google.com/maps/place/%E5%B8%8C%E5%B0%94%E9%A1%BF%E5%8A%A0%E7%99%BB%E5%9B%A0%E6%A0%BC%E6%9E%97%E8%B4%9D/data=!4m10!3m9!1s0x8802fa558420ee29:0x474c57a55c97c687!5m2!4m1!1i2!8m2!3d44.498678!4d-88.051291!16s%2Fg%2F1tfnz4k9!19sChIJKe4ghFX6AogRh8aXXKVXTEc?authuser=0&hl=zh-CN&rclk=1,44.498678,-88.051291,1110.3797368121143,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,SpringHill Suites by Marriott Green Bay,https://www.google.com/maps/place/SpringHill+Suites+by+Marriott+Green+Bay/data=!4m10!3m9!1s0x8802fa555b902f65:0xc392ae1d94b1017b!5m2!4m1!1i2!8m2!3d44.496523!4d-88.0513384!16s%2Fg%2F12m9185ty!19sChIJZS-QW1X6AogRewGxlB2uksM?authuser=0&hl=zh-CN&rclk=1,44.496523,-88.0513384,1193.510403082661,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,希尔顿加登因格林贝,https://www.google.com/maps/place/%E5%B8%8C%E5%B0%94%E9%A1%BF%E5%8A%A0%E7%99%BB%E5%9B%A0%E6%A0%BC%E6%9E%97%E8%B4%9D/data=!4m10!3m9!1s0x8802fa5586022ebd:0x474c57a55c97c687!5m2!4m1!1i2!8m2!3d44.4986777!4d-88.0512912!16s%2Fg%2F1tfnz4k9!19sChIJvS4ChlX6AogRh8aXXKVXTEc?authuser=0&hl=zh-CN&rclk=1,44.4986777,-88.0512912,1110.3733612945402,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,洛奇科赫莱尔,https://www.google.com/maps/place/%E6%B4%9B%E5%A5%87%E7%A7%91%E8%B5%AB%E8%8E%B1%E5%B0%94/data=!4m10!3m9!1s0x8802fa4ec09df305:0xbce9b246f4c8e485!5m2!4m1!1i2!8m2!3d44.5022919!4d-88.0649729!16s%2Fg%2F11g6qxy1ng!19sChIJBfOdwE76AogRheTI9Eay6bw?authuser=0&hl=zh-CN&rclk=1,44.5022919,-88.0649729,106.4259286122461,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,Hampton Inn by Hilton Green Bay Stadium,https://www.google.com/maps/place/Hampton+Inn+by+Hilton+Green+Bay+Stadium/data=!4m10!3m9!1s0x8802fb792b6307c9:0xaed99e93f29acdd5!5m2!4m1!1i2!8m2!3d44.4954276!4d-88.0587609!16s%2Fg%2F11stvb02j7!19sChIJyQdjK3n7AogR1c2a8pOe2a4?authuser=0&hl=zh-CN&rclk=1,44.4954276,-88.0587609,813.0172400902868,
Green Bay Packers,Lambeau Field,Wisconsin,44.5013444,-88.0647832,Home2 Suites by Hilton Green Bay,https://www.google.com/maps/place/Home2+Suites+by+Hilton+Green+Bay/data=!4m10!3m9!1s0x8802fbace7115bd3:0x2e1a52d45e56090f!5m2!4m1!1i2!8m2!3d44.4950047!4d-88.0576152!16s%2Fg%2F11h9qf2vd0!19sChIJ01sR56z7AogRDwlWXtRSGi4?authuser=0&hl=zh-CN&rclk=1,44.4950047,-88.0576152,905.6203814730432,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,希尔顿美洲休斯敦,https://www.google.com/maps/place/%E5%B8%8C%E5%B0%94%E9%A1%BF%E7%BE%8E%E6%B4%B2%E4%BC%91%E6%96%AF%E6%95%A6/data=!4m10!3m9!1s0x8640bf2292a8d873:0x318d5dfa18289231!5m2!4m1!1i2!8m2!3d29.751473!4d-95.360607!16s%2Fg%2F1tlbpjks!19sChIJc9iokiK_QIYRMZIoGPpdjTE?authuser=0&hl=zh-CN&rclk=1,29.751473,-95.360607,8968.93860151577,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,休斯敦市中心汉普顿酒店,https://www.google.com/maps/place/%E4%BC%91%E6%96%AF%E6%95%A6%E5%B8%82%E4%B8%AD%E5%BF%83%E6%B1%89%E6%99%AE%E9%A1%BF%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x8640bf238b3578ff:0x52ec6cf1e68c87ee!5m2!4m1!1i2!8m2!3d29.755648!4d-95.358637!16s%2Fg%2F11cmd0x8pg!19sChIJ_3g1iyO_QIYR7oeM5vFs7FI?authuser=0&hl=zh-CN&rclk=1,29.755648,-95.358637,9463.989645951722,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,休斯顿S-Nrg区-医疗中心假日酒店,https://www.google.com/maps/place/%E4%BC%91%E6%96%AF%E9%A1%BFS-Nrg%E5%8C%BA-%E5%8C%BB%E7%96%97%E4%B8%AD%E5%BF%83%E5%81%87%E6%97%A5%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x8640c019d8a336d1:0xbb4863f66249490c!5m2!4m1!1i2!8m2!3d29.6903151!4d-95.4114403!16s%2Fg%2F11b6g9h7kc!19sChIJ0Taj2BnAQIYRDElJYvZjSLs?authuser=0&hl=zh-CN&rclk=1,29.6903151,-95.4114403,837.2873005260202,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,Wingate Houston near NRG Park/Medical Center,https://www.google.com/maps/place/Wingate+Houston+near+NRG+Park%2FMedical+Center/data=!4m10!3m9!1s0x8640c130c2f483b3:0x6a9307bb2fe3c3fb!5m2!4m1!1i2!8m2!3d29.6809011!4d-95.4128059!16s%2Fg%2F11ns60xhn1!19sChIJs4P0wjDBQIYR-8PjL7sHk2o?authuser=0&hl=zh-CN&rclk=1,29.6809011,-95.4128059,383.9842889093739,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,Comfort Suites Houston near Medical Center- NRG Stadium,https://www.google.com/maps/place/Comfort+Suites+Houston+near+Medical+Center-+NRG+Stadium/data=!4m10!3m9!1s0x8640c022d19ca4b3:0xaabd5f3177bb3c41!5m2!4m1!1i2!8m2!3d29.689753!4d-95.416651!16s%2Fg%2F1th1vflr!19sChIJs6Sc0SLAQIYRQTy7dzFfvao?authuser=0&hl=zh-CN&rclk=1,29.689753,-95.416651,1016.8403009717165,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,Quality Inn & Suites NRG Park - Medical Center,https://www.google.com/maps/place/Quality+Inn+%26+Suites+NRG+Park+-+Medical+Center/data=!4m10!3m9!1s0x8640c01fff7e89fd:0x84bb092377fc5c91!5m2!4m1!1i2!8m2!3d29.679028!4d-95.414604!16s%2Fg%2F1tdh8v2m!19sChIJ_Yl-_x_AQIYRkVz8dyMJu4Q?authuser=0&hl=zh-CN&rclk=1,29.679028,-95.414604,650.6724688453585,
Houston Texans,NRG Stadium,Texas,29.6829549,-95.4096105,SpringHill Suites by Marriott Houston Medical Center/NRG Park,https://www.google.com/maps/place/SpringHill+Suites+by+Marriott+Houston+Medical+Center%2FNRG+Park/data=!4m10!3m9!1s0x8640c010d9e555ed:0x2e7b07d246f25e73!5m2!4m1!1i2!8m2!3d29.6929948!4d-95.4089803!16s%2Fg%2F1vgx13tg!19sChIJ7VXl2RDAQIYRc17yRtIHey4?authuser=0&hl=zh-CN&rclk=1,29.6929948,-95.4089803,1118.0445186428353,
Indianapolis Colts,Lucas Oil Stadium,Indiana,39.7601048,-86.1664626,印第安纳波利斯市区会议中心区快捷假日&套房酒店,https://www.google.com/maps/place/%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%BA%B3%E6%B3%A2%E5%88%A9%E6%96%AF%E5%B8%82%E5%8C%BA%E4%BC%9A%E8%AE%AE%E4%B8%AD%E5%BF%83%E5%8C%BA%E5%BF%AB%E6%8D%B7%E5%81%87%E6%97%A5%26%E5%A5%97%E6%88%BF%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x886b50af9db40d3f:0xa5099c95eccd33b4!5m2!4m1!1i2!8m2!3d39.76148!4d-86.165859!16s%2Fg%2F1tgxjt6m!19sChIJPw20na9Qa4gRtDPN7JWcCaU?authuser=0&hl=zh-CN&rclk=1,39.76148,-86.165859,161.38484152534187,
Indianapolis Colts,Lucas Oil Stadium,Indiana,39.7601048,-86.1664626,Holiday Inn Indianapolis Downtown by IHG,https://www.google.com/maps/place/Holiday+Inn+Indianapolis+Downtown+by+IHG/data=!4m10!3m9!1s0x886b50af1876d8cb:0x7c73c513b6c7fc05!5m2!4m1!1i2!8m2!3d39.760103!4d-86.167019!16s%2Fg%2F11cl_j9_41!19sChIJy9h2GK9Qa4gRBfzHthPFc3w?authuser=0&hl=zh-CN&rclk=1,39.760103,-86.167019,47.56080941663904,
Indianapolis Colts,Lucas Oil Stadium,Indiana,39.7601048,-86.1664626,印第安纳波利斯市区会议中心区快捷假日&套房酒店,https://www.google.com/maps/place/%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%BA%B3%E6%B3%A2%E5%88%A9%E6%96%AF%E5%B8%82%E5%8C%BA%E4%BC%9A%E8%AE%AE%E4%B8%AD%E5%BF%83%E5%8C%BA%E5%BF%AB%E6%8D%B7%E5%81%87%E6%97%A5%26%E5%A5%97%E6%88%BF%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x886b50af7672a0c1:0xa5099c95eccd33b4!5m2!4m1!1i2!8m2!3d39.7614804!4d-86.1658588!16s%2Fg%2F1tgxjt6m!19sChIJwaBydq9Qa4gRtDPN7JWcCaU?authuser=0&hl=zh-CN&rclk=1,39.7614804,-86.1658588,161.43245065885273,
Indianapolis Colts,Lucas Oil Stadium,Indiana,39.7601048,-86.1664626,Holiday Inn Indianapolis Downtown by IHG,https://www.google.com/maps/place/Holiday+Inn+Indianapolis+Downtown+by+IHG/data=!4m10!3m9!1s0x886b50af1801b6c3:0x7c73c513b6c7fc05!5m2!4m1!1i2!8m2!3d39.7601029!4d-86.1670186!16s%2Fg%2F11cl_j9_41!19sChIJw7YBGK9Qa4gRBfzHthPFc3w?authuser=0&hl=zh-CN&rclk=1,39.7601029,-86.1670186,47.526666375230825,
Indianapolis Colts,Lucas Oil Stadium,Indiana,39.7601048,-86.1664626,印第安纳波利斯市中心希尔顿恒庭酒店（瑟科中心对面）,https://www.google.com/maps/place/%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%BA%B3%E6%B3%A2%E5%88%A9%E6%96%AF%E5%B8%82%E4%B8%AD%E5%BF%83%E5%B8%8C%E5%B0%94%E9%A1%BF%E6%81%92%E5%BA%AD%E9%85%92%E5%BA%97%EF%BC%88%E7%91%9F%E7%A7%91%E4%B8%AD%E5%BF%83%E5%AF%B9%E9%9D%A2%EF%BC%89/data=!4m10!3m9!1s0x886b50bcef7d9515:0x17d65e8eaaab3e56!5m2!4m1!1i2!8m2!3d39.7653894!4d-86.157627!16s%2Fg%2F1tl9n9pf!19sChIJFZV977xQa4gRVj6rqo5e1hc?authuser=0&hl=zh-CN&rclk=1,39.7653894,-86.157627,956.9045315929137,
