State_A,State_B,Driving_Distance_m,Driving_Time_s,Flight_Distance_m,Flight_Time_s
Alabama,Alaska,6335707.2,303528.3,4592966.683527447,19452.56477729272
Alabama,Arizona,2759313.5,107706.9,2390942.335962995,10126.344011137391
Alabama,Arkansas,740092.7,30516.1,602173.9127017825,2550.3836302663735
Alabama,California,3901418.2,153991.1,3233605.164722401,13695.268932941935
Alabama,Colorado,2281912.7,89166.5,1837735.1917954313,7783.34904760418
Alabama,Connecticut,1868730.2,79424.0,1597391.8365899331,6765.4242490867755
Alabama,Delaware,1436012.8,62002.8,1235436.8053164473,5232.438234281424
Alabama,Florida,334319.2,15653.9,292196.7345743841,1237.539111138568
Alabama,Georgia,259286.0,10732.8,231578.71482492922,980.8039686702886
Alabama,Hawaii,,,7079455.468279812,29983.57610094979
Alabama,Idaho,3581016.6,136854.4,2876453.9563904917,12182.62852118326
Alabama,Illinois,1029235.0,43425.1,881194.339707765,3732.1172034681817
Alabama,Indiana,911961.8,37694.9,815574.3648397931,3454.1973099097117
Alabama,Iowa,1464747.0,63172.9,1205490.1071753048,5105.60515980129
Alabama,Kansas,1337602.5,57653.7,1117309.6215980693,4732.134867944764
Alabama,Kentucky,785261.9,32360.3,658354.1569455274,2788.3234882398806
Alabama,Louisiana,591585.1,24092.5,498120.4040049353,2109.686416962079
Alabama,Maine,2277456.7,97212.8,1954998.8839408932,8279.995273161428
Alabama,Maryland,1335854.8,56821.5,1145722.0297449257,4852.469773037333
Alabama,Massachusetts,2026556.4,86599.0,1748522.1673898178,7405.50565012158
Alabama,Michigan,1309914.4,53961.2,1166455.9746411287,4940.284127891839
Alabama,Minnesota,1827714.5,75988.4,1510518.5702936465,6397.490415361326
Alabama,Mississippi,399842.8,17149.4,348600.82059563283,1476.4270048756214
Alabama,Missouri,,,866397.147930743,3669.446744177265
Alabama,Montana,3272115.1,132663.5,2687899.8466828596,11384.046409480346
Alabama,Nebraska,1559181.5,67336.9,1319879.021306977,5590.075854947197
Alabama,Nevada,3751620.7,150831.4,3105301.406381045,13151.86477996678
Alabama,New Hampshire,2102515.0,90272.4,1770704.6105661853,7499.45482122149
Alabama,New Jersey,1614856.9,66791.9,1354869.8047472765,5738.27211422376
Alabama,New Mexico,2131114.6,83805.5,1850069.255228452,7835.587433908738
Alabama,New York,1878497.5,78678.7,1594876.242481052,6754.769968155044
Alabama,North Carolina,910640.6,38768.8,798106.0500195422,3380.213858906296
Alabama,North Dakota,2516053.1,101692.5,2012829.4312336883,8524.924649930914
Alabama,Ohio,1061450.7,44533.5,902114.5514205135,3820.720453075116
Alabama,Oklahoma,1271953.5,50575.6,1088970.7934952714,4612.111595979973
Alabama,Oregon,4340906.3,168237.3,3436338.83128231,14553.905638372136
Alabama,Pennsylvania,1419846.1,58508.7,1217486.2589139848,5156.412390694523
Alabama,Rhode Island,1973800.9,84105.4,1680905.4480961573,7119.1289566425485
Alabama,South Carolina,591430.1,24423.0,530007.5694124819,2244.7379410411
Alabama,South Dakota,2183854.3,90149.7,1798397.4211333513,7616.742018917724
Alabama,Tennessee,450965.9,18645.2,425185.41083133646,1800.7852694033072
Alabama,Texas,1279491.3,52299.7,1100774.0464633743,4662.10184384488
Alabama,Utah,3104896.7,120001.6,2459035.457415604,10414.738407877852
Alabama,Vermont,2154311.6,92458.4,1778002.6487840298,7530.364159555891
Alabama,Virginia,1112927.4,46900.6,1001343.4533220568,4240.984037599299
Alabama,Washington,4437201.8,171711.1,3479721.3026442863,14737.643164140507
Alabama,West Virginia,1047567.1,43172.1,793993.6108133702,3362.796469327215
Alabama,Wisconsin,1418894.1,59873.0,1224087.9486765508,5184.37248851245
Alabama,Wyoming,2270300.1,94079.6,1904911.8138406435,8067.861799795666
Alaska,Arizona,5274949.1,255217.9,3240959.6044103284,13726.417148090804
Alaska,Arkansas,5772135.1,276751.8,4060796.01801457,17198.66548806171
Alaska,California,4268300.6,226511.0,2398406.232009418,10157.955806157534
Alaska,Colorado,4542042.6,226396.4,2959847.69348319,12535.825525340571
Alaska,Connecticut,6603034.2,315771.8,4595194.098774195,19461.998535984825
Alaska,Delaware,6421185.5,309018.4,4641153.462079981,19656.649957044625
Alaska,Florida,6671247.5,319185.5,4884070.56298122,20685.47532556752
Alaska,Georgia,6284665.7,302098.2,4572503.465979874,19365.897032385346
Alaska,Hawaii,,,4524487.607078114,19162.535747624956
Alaska,Idaho,3838367.6,206718.1,2073024.247274279,8779.867400220475
Alaska,Illinois,5354812.1,262920.9,3760680.816992009,15927.589342554393
Alaska,Indiana,5466305.9,268368.2,3964537.9803432054,16790.984387335928
Alaska,Iowa,4964010.0,244645.4,3395952.339314208,14382.856966507234
Alaska,Kansas,5064711.3,249323.4,3494454.9405845194,14800.04445424032
Alaska,Kentucky,5733048.6,279402.3,4171929.1802948574,17669.347116542926
Alaska,Louisiana,6325078.1,301989.5,4500530.510093875,19061.070395691706
Alaska,Maine,6530766.3,333712.8,4558730.337697184,19307.563783188074
Alaska,Maryland,6331862.1,304135.1,4592160.934938296,19449.152195032784
Alaska,Massachusetts,6765174.4,323123.3,4641089.842979243,19656.3805114415
Alaska,Michigan,5517092.4,270444.2,3817650.89474012,16168.874377722861
Alaska,Minnesota,4524603.5,229253.9,3161487.787171796,13389.830628021724
Alaska,Mississippi,6195269.7,295456.2,4395367.526486443,18615.674229824937
Alaska,Missouri,5349056.7,260267.1,3726664.506817696,15783.520264169067
Alaska,Montana,3440362.3,183179.1,1994608.074772249,8447.75184609423
Alaska,Nebraska,4850413.5,241159.7,3280374.58926925,13893.351201610942
Alaska,Nevada,4265254.6,229004.7,2402855.7793486253,10176.800947829472
Alaska,New Hampshire,6713727.2,325122.0,4546646.118482284,19256.38356063085
Alaska,New Jersey,6421469.0,307168.8,4585918.3188756835,19422.71287994407
Alaska,New Mexico,5168946.1,250649.6,3276528.84542012,13877.063345308743
Alaska,New York,6481393.2,311843.4,4448577.151170974,18841.032640253536
Alaska,North Carolina,6452901.1,310894.7,4719565.126095096,19988.74641640276
Alaska,North Dakota,3883409.8,203165.9,2585147.7736237566,10948.861158877087
Alaska,Ohio,5746234.8,279848.7,4138020.6377813746,17525.73446589759
Alaska,Oklahoma,5400547.9,266251.0,3715020.7985446844,15734.20573501278
Alaska,Oregon,3410280.1,190209.2,1689656.5675727369,7156.192521484532
Alaska,Pennsylvania,6226701.9,299422.0,4471842.188509801,18939.566916041513
Alaska,Rhode Island,6723503.1,321472.7,4666958.887223503,19765.943522358364
Alaska,South Carolina,6430202.0,309774.0,4756564.880931224,20145.451260414593
Alaska,South Dakota,4215055.3,217149.1,2795887.503115235,11841.405895546877
Alaska,Tennessee,5889631.0,285655.3,4229247.781852047,17912.10825254985
Alaska,Texas,6018555.9,285875.1,4196852.401743937,17774.904289739028
Alaska,Utah,4213810.3,210955.5,2518662.332779011,10667.275762358164
Alaska,Vermont,6337795.6,321106.0,4408081.644486155,18669.52225900019
Alaska,Virginia,6404918.0,308812.5,4667493.962423599,19768.209723205833
Alaska,Washington,3155660.0,179042.9,1486146.9665501027,6294.26950538867
Alaska,West Virginia,5952847.8,289126.7,4347012.428494467,18410.876167741273
Alaska,Wisconsin,4941866.8,246653.6,3514227.0809962894,14883.785284219579
Alaska,Wyoming,4381765.3,219981.2,2826819.9410259104,11972.413867874444
Arizona,Arkansas,2085677.4,82347.1,1825099.9316766516,7729.835004748171
Arizona,California,1213865.2,49259.7,1022240.0220512839,4329.4871522172025
Arizona,Colorado,1320709.9,55870.7,951178.029682553,4028.518713949636
Arizona,Connecticut,4075768.8,166253.6,3555783.155984119,15059.787484168035
Arizona,Delaware,3780109.1,155493.7,3313419.356934069,14033.305511720764
Arizona,Florida,3031683.8,117816.4,2624826.304120934,11116.911405688663
Arizona,Georgia,2973589.0,115521.1,2538577.2423267937,10751.62126161936
Arizona,Hawaii,,,4688535.041936183,19857.324883494424
Arizona,Idaho,1608787.7,64144.3,1184088.3033342033,5014.962225886038
Arizona,Illinois,2494964.0,100236.6,2109481.3053904455,8934.273764006593
Arizona,Indiana,2728908.7,109767.8,2390867.3735166993,10126.02652312955
Arizona,Iowa,2251779.8,92928.7,1847156.845770916,7823.252523265055
Arizona,Kansas,1846684.7,76678.2,1594586.2242364117,6753.541655589508
Arizona,Kentucky,2842247.0,114378.7,2491322.3540784526,10551.482911391093
Arizona,Louisiana,2321769.2,88927.9,1990427.305109692,8430.045056935165
Arizona,Maine,4488809.3,184218.9,3802100.1702696597,16103.012485847972
Arizona,Maryland,3690785.8,150610.4,3218322.3426905456,13630.541686689368
Arizona,Massachusetts,4237908.9,173605.1,3693780.524920636,15644.246929075634
Arizona,Michigan,3119337.7,125811.8,2599734.4229067396,11010.639908781486
Arizona,Minnesota,2650338.8,108997.6,2065617.235347299,8748.496526176796
Arizona,Mississippi,2365041.1,90947.2,2048632.9043154928,8676.562888865616
Arizona,Missouri,2211735.5,88642.6,1871269.9302866429,7925.3785282728395
Arizona,Montana,1840448.6,72605.8,1464719.3152438337,6203.517099856237
Arizona,Nebraska,1974701.1,82452.7,1580204.7832817412,6692.632023310904
Arizona,Nevada,1186966.0,51528.5,938521.7145865142,3974.9154970722952
Arizona,New Hampshire,4222144.7,176547.0,3657529.4820643174,15490.713100507697
Arizona,New Jersey,3797732.3,154611.7,3369882.756280705,14272.444614835927
Arizona,New Mexico,770554.6,32408.5,594277.6769068214,2516.9407492524197
Arizona,New York,3989810.6,163268.4,3467415.3504791614,14685.523837323508
Arizona,North Carolina,3511004.1,141125.5,3036491.897524744,12860.436271869503
Arizona,North Dakota,2462177.6,101999.5,1761719.0416944472,7461.398294235306
Arizona,Ohio,3011432.3,121370.5,2682841.014644321,11362.62076790536
Arizona,Oklahoma,1544477.8,61679.1,1338566.3138391294,5669.222035083371
Arizona,Oregon,2073759.5,85978.4,1586110.0651354445,6717.6426288089415
Arizona,Pennsylvania,3602965.1,146864.9,3196797.343251517,13539.376983182896
Arizona,Rhode Island,4196237.7,171954.5,3657711.6240788694,15491.484525510505
Arizona,South Carolina,3314414.3,129527.4,2858859.5753089003,12108.111142484755
Arizona,South Dakota,2159567.7,89423.2,1581397.5213299466,6697.683619750362
Arizona,Tennessee,2635110.8,104527.2,2307619.6082084794,9773.447752412383
Arizona,Texas,1619544.5,61714.6,1400907.9823908275,5933.257337184682
Arizona,Utah,1065549.0,44606.7,817745.1972278602,3463.39142355329
Arizona,Vermont,4206794.8,174972.4,3581612.547522191,15169.182554211635
Arizona,Virginia,3621657.9,144827.4,3156137.5711292145,13367.170889488436
Arizona,Washington,2325933.5,96714.1,1762681.6928980835,7465.475405215412
Arizona,West Virginia,3152140.1,126801.8,2781077.0796266887,11778.679396065976
Arizona,Wisconsin,2703207.9,112898.9,2243757.013610952,9502.970881175797
Arizona,Wyoming,1476620.7,61833.8,1068141.841273249,4523.89485715729
Arkansas,California,3172595.6,124464.2,2634356.3302469254,11157.273869281094
Arkansas,Colorado,1553090.0,59639.6,1237920.721206961,5242.958348641247
Arkansas,Connecticut,2167003.0,91645.4,1873218.5896964301,7933.63167400841
Arkansas,Delaware,1781867.9,74622.4,1565114.1446229112,6628.718730167624
Arkansas,Florida,1075243.3,46063.4,880805.8933422761,3730.4720188614046
Arkansas,Georgia,832696.2,34425.3,715614.4314050437,3030.837591833126
Arkansas,Hawaii,,,6507188.7929961225,27559.85841739534
Arkansas,Idaho,2852194.0,107327.5,2279805.717186653,9655.647743378766
Arkansas,Illinois,714072.1,30286.6,611642.6696117265,2590.486600708489
Arkansas,Indiana,923956.5,38136.6,763364.444960524,3233.0729433622196
Arkansas,Iowa,987815.8,39521.5,766997.258017408,3248.4589751325516
Arkansas,Kansas,773764.4,30728.0,569207.5787722719,2410.761510094328
Arkansas,Kentucky,892456.0,36714.8,758569.6621819782,3212.765628064849
Arkansas,Louisiana,556113.2,25687.6,477316.20338428026,2021.5745084510693
Arkansas,Maine,2575729.5,109434.2,2189039.5853807395,9271.226479259603
Arkansas,Maryland,1681709.9,69441.1,1467683.2660421254,6216.070303237238
Arkansas,Massachusetts,2324829.1,98820.4,2023884.4030393218,8571.74570699007
Arkansas,Michigan,1327982.7,54530.3,1112328.8154097619,4711.039688794285
Arkansas,Minnesota,,,1136980.2580620188,4815.445798850903
Arkansas,Mississippi,426304.8,19154.3,334594.06968603097,1417.1042951408372
Arkansas,Missouri,550568.2,25713.5,429456.33295313315,1818.8738807426816
Arkansas,Montana,2708277.0,105737.8,2116033.1242055492,8962.02264369409
Arkansas,Nebraska,,,788470.2443863299,3339.4033879891617
Arkansas,Nevada,3022798.1,121304.5,2505147.490810077,10610.036431666209
Arkansas,New Hampshire,2400787.8,102493.8,2016451.752949229,8540.26624778497
Arkansas,New Jersey,1913129.7,79013.3,1651514.832095494,6994.651053580917
Arkansas,New Mexico,1402292.0,54278.6,1263003.5890919927,5349.1916714484405
Arkansas,New York,2148804.6,90853.4,1824083.0968215752,7725.528410067847
Arkansas,North Carolina,1436471.4,59745.7,1225026.9728273095,5188.349531974487
Arkansas,North Dakota,1952215.0,74766.8,1517261.0252656578,6426.046695242786
Arkansas,Ohio,1168644.8,48888.0,1010739.5005982429,4280.779061357264
Arkansas,Oklahoma,543130.8,21048.7,494814.965819811,2095.6869140603762
Arkansas,Oregon,3612083.7,138710.4,2840065.4624272864,12028.51254675086
Arkansas,Pennsylvania,1718118.8,70730.1,1484855.2834287316,6288.798847462863
Arkansas,Rhode Island,2272073.7,96326.8,1970442.3221522998,8345.402776174447
Arkansas,South Carolina,1173521.4,48431.6,1033774.426896078,4378.338749206919
Arkansas,South Dakota,1620016.2,63224.0,1275185.0315686238,5400.783663114172
Arkansas,Tennessee,560578.1,23147.4,509650.00137210754,2158.5176528701027
Arkansas,Texas,826506.9,32159.1,717598.2177059015,3039.2395102838177
Arkansas,Utah,2376074.0,90474.7,1857519.9868918583,7867.14347389493
Arkansas,Vermont,2365788.7,102557.4,1981789.2530922687,8393.460366037843
Arkansas,Virginia,1547125.3,63447.6,1372304.7031290347,5812.114036781795
Arkansas,Washington,3708379.1,142184.2,2891326.799579376,12245.619386453827
Arkansas,West Virginia,1182538.4,48557.3,1031614.7443747764,4369.191858528465
Arkansas,Wisconsin,1142523.7,47954.9,967791.2570594352,4098.880618134079
Arkansas,Wyoming,1699546.8,64735.6,1312858.477849297,5560.3417885382
California,Colorado,1880438.8,71541.8,1448395.0338976984,6134.378967096134
California,Connecticut,4709990.2,185335.6,4112531.166433538,17417.77905783616
California,Delaware,4528141.5,178582.2,3944305.2716410784,16705.292915185742
California,Florida,4121865.5,166507.1,3497441.054101583,14812.691523253765
California,Georgia,3980885.6,157687.6,3338471.687408553,14139.409499612695
California,Hawaii,,,3961096.816435315,16776.41004607898
California,Idaho,890094.4,36450.3,714457.156128086,3025.936190660129
California,Illinois,3161271.7,121747.5,2731881.1321022254,11570.320088903543
California,Indiana,3492860.8,135404.6,3020130.7813591557,12791.142132815248
California,Iowa,2760095.0,104315.1,2382940.6865062593,10092.454672261803
California,Kansas,2734393.0,103247.6,2235464.0434497762,9467.847713434347
California,Kentucky,3683083.2,143198.4,3169562.9555965783,13424.031341350214
California,Louisiana,3535815.4,137972.2,2902690.1251510903,12293.746412404618
California,Maine,5123030.7,203300.9,4286753.476488572,18155.661782775125
California,Maryland,4438818.1,173698.9,3856867.5796794114,16334.96857275986
California,Massachusetts,4872130.4,192687.1,4231367.670023327,17921.086602451735
California,Michigan,3622075.0,139741.6,3124265.6388627514,13232.183882242241
California,Minnesota,3041698.0,118318.0,2450983.6239294433,10380.636524877642
California,Mississippi,3434962.0,137331.4,2914196.431452213,12342.479003797607
California,Missouri,3034653.1,115661.8,2540150.9975670516,10758.286577931041
California,Montana,1631887.6,62419.5,1188514.1135060564,5033.706833672709
California,Nebraska,2460049.4,92347.7,2125366.7933731987,9001.5534778159
California,Nevada,210439.8,10906.4,136731.36136454952,579.097530485151
California,New Hampshire,4820683.2,194685.8,4173740.244646843,17677.017506739572
California,New Jersey,4528425.0,176732.6,3969226.885535344,16810.8432799144
California,New Mexico,1844211.3,74291.0,1402336.5418611623,5939.3077067060985
California,New York,4588349.2,181407.2,3998380.0109378872,16934.315340442816
California,North Carolina,4453589.5,177216.9,3760122.2222703914,15925.223529615776
California,North Dakota,2407308.0,94219.7,1921247.333485565,8137.04753005651
California,Ohio,3772368.3,147012.8,3301684.8941779933,13983.606610636207
California,Oklahoma,2618134.6,103561.6,2144960.1295303702,9084.53701918745
California,Oregon,862420.4,36971.4,722235.3874331622,3058.879287952216
California,Pennsylvania,4333657.9,168985.8,3801636.6841367586,16101.049485755682
California,Rhode Island,4830459.1,191036.5,4212386.136740645,17840.694226195672
California,South Carolina,4321710.8,171693.9,3637415.8049988453,15405.525762348052
California,South Dakota,2364736.7,92084.9,1877619.0207275127,7952.268793669466
California,Tennessee,3673934.4,142412.3,3052038.577141903,12926.281032601
California,Texas,2833590.8,110758.9,2365549.8423322868,10018.799332230863
California,Utah,1046355.8,39616.3,852507.478120061,3610.6199073320236
California,Vermont,4801443.6,191365.5,4071461.157703973,17243.83549145212
California,Virginia,4501900.0,176732.2,3834005.029460505,16238.138948303316
California,Washington,1114594.5,47707.1,947343.6544887131,4012.2790072463144
California,West Virginia,3992976.2,155621.5,3447054.806121174,14599.29094357203
California,Wisconsin,3211813.7,124345.9,2736576.503715577,11590.206368677736
California,Wyoming,1751695.3,65715.6,1451934.6709154772,6149.370370936139
Colorado,Connecticut,3030960.3,122972.1,2699226.287379414,11432.017217136341
Colorado,Delaware,2800435.5,115719.3,2505388.101779091,10611.055489887916
Colorado,Florida,2619107.6,104598.3,2118678.960397454,8973.228538153922
Colorado,Georgia,2258622.7,90796.5,1914016.823283061,8106.424192728258
Colorado,Hawaii,,,5399350.015993929,22867.83536185664
Colorado,Idaho,1315179.8,49260.0,1044432.9074211261,4423.480549077711
Colorado,Illinois,1470518.5,58377.7,1286847.6459395583,5450.178265155777
Colorado,Indiana,1749235.0,69993.4,1576091.984180424,6675.213109470031
Colorado,Iowa,1081065.1,41951.6,957142.9647719294,4053.781968445819
Colorado,Kansas,872326.9,33185.4,787416.7455950064,3334.9415107553214
Colorado,Kentucky,1872736.8,75139.7,1721250.3371325787,7290.001427855628
Colorado,Louisiana,1963516.6,79491.7,1599849.9269460067,6775.834984712499
Colorado,Maine,3444000.8,140937.4,2910477.154661405,12326.726772683596
Colorado,Maryland,2711112.1,110836.0,2415822.0967796855,10231.717115772786
Colorado,Massachusetts,3193100.5,130323.6,2827365.2115507424,11974.72324892079
Colorado,Michigan,1943045.1,77378.1,1716009.7446301163,7267.805977256963
Colorado,Minnesota,1479914.7,58081.1,1122046.7099945077,4752.197830564974
Colorado,Mississippi,1927747.4,78091.8,1551944.6175051893,6572.941909433742
Colorado,Missouri,1224306.7,47603.1,1092293.0885220005,4626.182492563767
Colorado,Montana,1275103.7,48446.4,965333.9334696381,4088.4731299890555
Colorado,Nebraska,781019.5,29984.2,689742.8979796359,2921.264038501987
Colorado,Nevada,1695532.1,64339.9,1313144.6342867063,5561.553745214286
Colorado,New Hampshire,3141653.3,132322.3,2779696.3161560553,11772.831456660939
Colorado,New Jersey,2849395.1,114369.1,2539187.231134347,10754.204743627824
Colorado,New Mexico,627469.6,24670.7,469170.85067304724,1987.0765440270236
Colorado,New York,2909319.3,119043.7,2595776.55268204,10993.877164300404
Colorado,North Carolina,2643243.1,109158.2,2312416.6269633863,9793.764537727284
Colorado,North Dakota,1148089.5,46833.8,850299.7622476044,3601.269581283972
Colorado,Ohio,2031758.7,81596.1,1861740.8044334394,7885.019877600451
Colorado,Oklahoma,1092440.3,41819.5,791395.6541959296,3351.793358947467
Colorado,Oregon,2075069.5,80642.9,1604348.9478196965,6794.889661354009
Colorado,Pennsylvania,2654628.0,106622.3,2368840.2601589244,10032.73521949662
Colorado,Rhode Island,3151429.2,128673.0,2800642.6254822416,11861.545237336553
Colorado,South Carolina,2570837.2,104215.4,2200662.870564762,9320.454510627227
Colorado,South Dakota,845550.5,34337.5,637688.1033624171,2700.7966730643548
Colorado,Tennessee,1863588.0,74353.6,1611763.5375945878,6826.292629812372
Colorado,Texas,1477079.4,59896.2,1237615.4867301022,5241.665590856904
Colorado,Utah,839059.8,32407.2,624894.2055392722,2646.610752872212
Colorado,Vermont,3122413.8,129002.0,2690667.6077113487,11395.768691483361
Colorado,Virginia,2691553.6,108673.5,2386908.72785772,10109.260494456226
Colorado,Washington,2171364.9,84116.7,1670026.3348457706,7073.05271228797
Colorado,West Virginia,2182629.8,87562.8,2000084.3111439813,8470.945317786274
Colorado,Wisconsin,1532783.8,61982.4,1338695.9616789124,5669.77113181657
Colorado,Wyoming,162532.6,6668.1,161757.6351351758,685.0911605725092
Connecticut,Delaware,447993.3,21160.9,375287.28182300454,1589.4520171327251
Connecticut,Florida,1947729.7,83497.6,1638728.30739355,6940.496360725624
Connecticut,Georgia,1573483.4,69640.7,1365963.458060971,5785.256998846465
Connecticut,Hawaii,,,8070993.2686775075,34183.03031439886
Connecticut,Idaho,4141384.9,162687.7,3528396.5517153717,14943.797160206279
Connecticut,Illinois,1676759.9,70776.3,1446484.15758931,6126.285843907667
Connecticut,Indiana,1346097.3,56863.0,1170212.0713570593,4956.192302218134
Connecticut,Iowa,1949772.8,81182.0,1742155.6954745464,7378.541769068667
Connecticut,Kansas,2222669.8,93340.8,1961749.6334308104,8308.586682765785
Connecticut,Kentucky,1364935.9,58023.5,1115537.6109063418,4724.629881485684
Connecticut,Louisiana,2376087.3,99772.7,2069031.2357187176,8762.95582186751
Connecticut,Maine,412835.5,18054.4,369133.26860957645,1563.3879611699708
Connecticut,Maryland,530363.5,24736.6,454694.3560010626,1925.764331298618
Connecticut,Massachusetts,161935.2,7440.6,152641.1728760925,646.4802615928623
Connecticut,Michigan,1157549.6,50086.5,988442.4915455274,4186.344670075175
Connecticut,Minnesota,2086922.9,87229.0,1683804.730616773,7131.408270847509
Connecticut,Mississippi,2113620.8,89132.2,1862923.5005129534,7890.028943348979
Connecticut,Missouri,1936732.6,81637.2,1690171.9516799652,7158.375324762206
Connecticut,Montana,3801227.9,153284.0,3149757.3026892953,13340.148576095839
Connecticut,Nebraska,2253226.6,93328.3,2010064.3049217707,8513.213526727499
Connecticut,Nevada,4521737.2,177767.6,3975924.621881174,16839.210163261443
Connecticut,New Hampshire,237893.8,11114.0,188211.41660627615,797.1307056265813
Connecticut,New Jersey,280790.2,14001.1,243565.70105149085,1031.5723809239612
Connecticut,New Mexico,3398322.2,137975.0,2961593.117414786,12543.217909050858
Connecticut,New York,179986.9,8224.9,147137.55125299207,623.1708053067899
Connecticut,North Carolina,967837.1,44790.3,840538.5021066333,3559.9277736280937
